loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.8266,3.816164255142212,9e-05,1.0,3,,,,,
2.7359,3.4149861335754395,8e-05,2.0,6,,,,,
2.7051,3.197906494140625,7e-05,3.0,9,,,,,
2.6594,2.7313151359558105,6e-05,4.0,12,,,,,
2.5839,3.769575834274292,5e-05,5.0,15,,,,,
2.4592,4.150354385375977,4e-05,6.0,18,,,,,
2.37,4.472196102142334,3e-05,7.0,21,,,,,
2.2545,5.077748775482178,2e-05,8.0,24,,,,,
2.2175,4.132111549377441,1e-05,9.0,27,,,,,
2.1772,4.362596035003662,0.0,10.0,30,,,,,
,,,10.0,30,20.8003,149.037,1.442,815768768409600.0,2.4989230155944826
